D:\Desktop\Data\IMG\center_2022_10_03_16_36_39_727.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_39_727.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_39_727.jpg, 0, 0, 0, 7.842367E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_39_828.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_39_828.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_39_828.jpg, 0, 0, 0, 7.810307E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_39_931.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_39_931.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_39_931.jpg, 0, 0, 0, 7.858766E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_40_032.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_40_032.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_40_032.jpg, 0, 0, 0, 7.908658E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_40_134.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_40_134.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_40_134.jpg, 0, 0, 0, 7.889E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_40_236.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_40_236.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_40_236.jpg, 0, 0, 0, 7.798998E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_40_337.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_40_337.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_40_337.jpg, 0, 0, 0, 7.771028E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_40_440.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_40_440.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_40_440.jpg, 0, 0, 0, 7.797682E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_40_542.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_40_542.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_40_542.jpg, 0, 0, 0, 7.777314E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_40_643.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_40_643.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_40_643.jpg, 0, 0, 0, 7.77196E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_40_744.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_40_744.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_40_744.jpg, 0, 0, 0, 7.839085E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_40_846.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_40_846.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_40_846.jpg, 0, 0, 0, 7.770742E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_40_946.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_40_946.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_40_946.jpg, 0, 0, 0, 7.765739E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_41_048.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_41_048.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_41_048.jpg, 0, 0, 0, 7.830513E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_41_149.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_41_149.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_41_149.jpg, 0, 0, 0, 7.845344E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_41_251.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_41_251.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_41_251.jpg, 0, 0, 0, 7.745848E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_41_352.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_41_352.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_41_352.jpg, 0, 0, 0, 7.796408E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_41_454.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_41_454.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_41_454.jpg, 0, 0, 0, 7.876189E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_41_557.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_41_557.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_41_557.jpg, 0, 0, 0, 7.84652E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_41_659.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_41_659.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_41_659.jpg, 0, 0, 0, 7.791294E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_41_759.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_41_759.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_41_759.jpg, 0, 0, 0, 8.19305E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_41_860.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_41_860.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_41_860.jpg, 0, 0, 0, 7.829264E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_41_961.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_41_961.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_41_961.jpg, 0, 0, 0, 8.047283E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_42_063.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_42_063.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_42_063.jpg, 0, 0, 0, 7.851572E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_42_165.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_42_165.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_42_165.jpg, 0, 0, 0, 7.963154E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_42_267.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_42_267.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_42_267.jpg, 0, 0, 0, 7.833289E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_42_368.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_42_368.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_42_368.jpg, 0, 0, 0, 7.883317E-05
D:\Desktop\Data\IMG\center_2022_10_03_16_36_42_470.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_42_470.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_42_470.jpg, 0, 0.1599702, 0, 0.04400526
D:\Desktop\Data\IMG\center_2022_10_03_16_36_42_573.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_42_573.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_42_573.jpg, 0, 0.4567671, 0, 0.4787954
D:\Desktop\Data\IMG\center_2022_10_03_16_36_42_675.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_42_675.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_42_675.jpg, 0, 0.7575353, 0, 1.210002
D:\Desktop\Data\IMG\center_2022_10_03_16_36_42_778.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_42_778.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_42_778.jpg, 0, 1, 0, 2.568161
D:\Desktop\Data\IMG\center_2022_10_03_16_36_42_878.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_42_878.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_42_878.jpg, 0, 1, 0, 3.742689
D:\Desktop\Data\IMG\center_2022_10_03_16_36_42_980.jpg, D:\Desktop\Data\IMG\left_2022_10_03_16_36_42_980.jpg, D:\Desktop\Data\IMG\right_2022_10_03_16_36_42_980.jpg, -0.1099077, 1, 0, 4.91046
